NI;CI;EDAD;SEXO;PALABRAS
160;6;13;1;enojón, bondadosa, gracioso, buen-amigo, agresivo, hablador.
161;1;13;2;contaminación, carro, tienda, casa, escuela, puente, ruido, estrés, basura, perro, maltrato, accidente, persona, enfermedad, inseguridad.
161;2;13;2;doctor, psicólogo, dentista, albañil, arquitecto, policía, mestra, radiólogo, pediatra, oculista, licenciado, juez, electricista.
161;4;13;2;psicóloga, cerillito, cajera.
161;3;13;2;alberca, dos-pisos, escalera, cuarto, baño, patio, pasto, mueble, perro, decoración, candelabro, arreglada, limpia, sencilla, bonita, pantalla, cuarto-extra, carro.
161;5;13;2;estudiar, jugar-sobrina, celular,fiesta, salir-comer, hacer-ejercicio, bailar, limpiar, cuidar-sobrina, ayudar-familia.
161;6;13;2;enojona, amorosa, sencilla, amable, bipolar, sensible, comprensiva, consejera, atenta, desordenada, inquieta, respondona, berrinchuda, poco-chiflada, guapa, bailadora.
162;1;14;1;edificio, casa, carro, moto, persona, perro, avión, tienda, oxxo, soriana, walmart, pop-de-perro, árbol, cesped, escuela, kínder, secundaria, farola, basura, agua, contaminación, camión, taller. 
162;2;14;1;astrofísica, plomero, policía, soldado, enfermero, doctor, maestro, músico, pintor, electricista, mecánico, guardia, cadera, mesero, mayordomo, atleta, jugador, limpiador, director, secretaria, licenciado, ingeniero, boleador, basquetbolista, entrenador, criminólogo.
162;4;14;1;astrofísico, biólogo-marino, doctor, criminólogo.
162;3;14;1;dos-pisos, tres-perro, dos-gato, ventana, comedor, sala, pantalla, sillón, mesa, silla, ventilador, cama, armario, mucho-dinero, tres-carro, mayordomo, hijo, esposa, cochera, jardín-grande, refrigerador, estufa, micro, comida, luz, agua, internet, hoja-papel, pluma.
162;5;14;1;gamer, futbolista, cocinero, entrenador, tocar-guitarra, batería, celular, dibujar, dar-dinero-pobres.
162;6;14;1;poco-desordenado, inquieto, amigable, buena-onda, buen-amigo, compartidor, noble, sé-juegos, poco-inteligente, dar-opiniones, veces-molesto, respetuoso.
163;1;14;1;cultura, edificio, carro, animal, planta, persona, tecnología, idioma, pasado, futuro, economía, costumbre, deporte, civilización.
163;2;14;1;futuro, meta, trabajo, dinero, negocio, amigo, estudio.
163;4;14;1;futbolista, criminología, ingeniería.
163;3;14;1;carro, mueble, luz, jardín, flor, niño, juguete, alberca, cancha, videojuego, responsabilidad, pantalla, cerveza, amigo, novia, mujer.
163;5;14;1;futbol, mujer, fifa, videojuego, besar, novia, compra, pez, nadar, pescar, boxear, pelear, convivir, pistear, facebook, télefono, papás, hijo.
163;6;14;1;guapo, juguetón, divertido, feliz, hermoso, deportista, alegre, capaz, sin-miedo, precioso, chulo, bello, divino, inteligente, crack, ídolo, máquina.
164;1;14;1;Ciudad-de-México, Yucatán, Nuevo-León, Puebla, Baja-California, Canadá, Inglaterra, Francia, Torreón, Monterrey, Chiapas, Rusia, Japón, Corea-Norte, Noruega, Corea-Sur, callada, bonita, hermosa, bello, delincuencia, morbo, impuro, ira, desprecio, no-confiable, tristeza.
164;2;14;1;metalurgía, físico, médico, astrología, veterinaria, profesor, vendendor, camarógrafo, educativo, ingeniero, extrafalario, paciencia, despresio, silencio, impuro.
164;4;14;1;diseñador-gráfico, microbiología, ingeniería, abogado, buena-paga, me-guste, sienta-cómodo.
164;3;14;1;bonita, grande, espaciosa, estrafalaria, callada, ordenada, limpia, rara, extravagante, orden, silencio.
164;5;14;1;salir-perro, montaña-rusa, viajar, comprender, razonar, miedo, dólar, tristeza, conocer-lugares.
164;6;14;1;callado, respetuoso, educado, comprensivo, razonable, escucha, venganza.
165;1;14;1;tecnología, animal, edificio, ventana, primer-mundo, juegos.
165;2;14;1;tecnología, curiosidad, juegos, altura, crecimiento, salud.
165;4;14;1;limpia-coche, casero, playa, tecnología, programador.
165;3;14;1;mansión, bunker, EUA, Finlandia, com, Europa, España.
165;5;14;1;ejercicio, juego, limpiar, informática, animal.
165;6;14;1;pensativo, no-religiosa, juego, sueño, gracia, música, animal.
166;1;14;2;carro, edificio, contaminación, escuela, camión, trabajo, centro-comercial, tienda, semáforo, puente, parque, tecnología, restaurant, moto.
166;2;14;2;maestra, arquitecto, médico, enfermeria, bioquimico, medicina-forense, militar, arte, química, música, derecho, ingeniero, doctorado, relación-interna, chef.
166;4;14;2;militar, puesto-alto.
166;3;14;2;playa, grande, cuarto-juegos, patio-grande.
166;5;14;2;deporte, divertirme, trabajar, tener-familia, tener-amigo, viajar, estudiar.
166;6;14;2;alegre, inteligente, responsable, participativo, bonita, voz-fuerte, deportista, solidaria.
167;1;14;2;Saltillo, edificio, casa, tienda, súpermercado, escuela, centro-comercial, restaurant, departamento, centro-turístico, museo, parque, universidad, centro-diversión.
167;2;14;2;maestría, licenciatura, arquitecto, doctor, abogado, psicólogo, contador, empresista, modelo, actor, conductor, chef, militar, ingeniero.
167;4;14;2;contadora, dinero, seguridad, estabilidad, realizado, presentación, presentación, organización, interés, capacidad, servicio.
167;3;14;2;grande, mucho-cuarto, jardín, flor, balcón, beige, carro, sala, comedor, televisión, computadora, laptop, portón, niño, familia, dinero, seguridad.
167;5;14;2;bailar, jugar, salir, comprar, familia, diversión, series.
167;6;14;2;risueña, sociable, resptuosa,  amable, cariñosa, alegre, amigable, interesante, delgada, chaparra, bonita, inteligente, guapa, hermosa, divina.
168;1;14;1;persona, perro, gato, auto, puente, luminaria, bicicleta, casa, parque, autolavado, súpermercado, hospital, museo, biblioteca, camión, escuela, árbol.
168;2;14;1;bombero, policía, soldado, electricista, albañil, plomero, doctor, veterinario, mestro.
168;5;14;1;mecánica, soldado, bombero, policía, ingeniero, mecatrónica, sistema, electricidad, ley.
168;3;14;1;grande, dos-piso, búnker, dos-carro, moto, buena-vista, tres-cuarto, perro, sala-entretenimiento, cámara, cuarto-secreto.
168;5;14;1;videojuego, trabajar, campamento, arreglar-carro, moto, convivir-amigo, pasear-perro.
168;6;14;1;simpática, inquieto, muy-feliz.
169;1;14;2;Saltillo, Guadalajara, San-Luis-Potosí, Monterrey, Tampico, Matamoros, Tamaulipas, Cuatrociéngas, Arteaga.
169;2;14;2;doctor, mestro, ingeniera, licenciada, criminología, cirujana, veterinaria, dentista, arquitecto, chef, futbolista, psicóloga, bailarina, cantante, actriz, policía, soldado, empresa.
169;4;14;2;doctora, ingeniera, estética, mesera, futbolista.
169;3;14;2;patio-grande, adorno, grande, perro, playa, comedor, sala-bonita, pintada, dos-piso, techo, balcón, estufa, refrigerador, lavadora, microondas.
169;5;14;2;familia, amigos, futbol, pasearme, viajar, compras, pasear-perro, ir-estetica.
169;6;14;2;alegre, futbolista, empeñada, independiente, sociable, enojona, amigable, tolerante, platicadora.
170;1;14;1;lugar, edificio, casa, persona, auto, señal, semáforo, tienda, bicicleta, mascota, árbol, calle.
170;2;14;1;trabajo, estudio, paga, arquitecto, policía, bombero, persona, doctor, herramienta, empleo, abogado, icenciado.
170;4;14;1;agradable, bueno, paga, arquitecto.
170;3;14;1;lujosa, grande, limpia, bonita, agradable, mueble, hermosa, árbol, ambiente, agusto, lugar.
170;5;14;1;divertirme, entretenerme, salir, pasear, viajar, conducir, comer, dormir, televisión, videojueo.
170;6;14;1;alegre, feliz, divertido, callado, gracioso, estudiasta, chaparro.
171;1;45;1;edificio, carro, tecnología, televisión, celular, tienda, contaminación, persona, trabajo, textil.
171;2;45;1;chef, ingeniero, químico, profesor, chofer, policía, obrero, conserje, actuación, piscólogo, luchador, futbolista, atleta, músico, biólogo, escritor, contador, diseñador.
171;4;45;1;cirujano, actuación, militar, arqueólogo, escritor, biólogo, químico, profesor.
171;3;45;1;piscina, grande, gris, sillón-gris, televisión, gran-cocina, sala, salón-descanso, salón-juego, perro, gato.
171;5;45;1;viajar, trabajar, salir, disfrutar-buena-vida, sin-preocupaciones, desperdiciar-tiempo-miedo-tiempo-futuro.
171;6;45;1;divertido, miedoso, no-tengo-punto-vista-otros.
172;1;14;2;torre, grande, bonita, poblada, clima, árbol, casa, agua, luz, tranquila.
172;2;14;2;cirujana, mestra, doctora, abogada, licenciado, policía, soldado, psicólogo, albañil, mecátronica, mecánico.
172;4;14;2;cirujana, aqruitecto, doctora.
172;3;14;2;dos-piso, guinda, negra, grande, alberca, seguridad, Saltillo.
172;5;14;2;playa, familia, nadar, descansar, fiesta, cine, conocer.
172;6;14;2;chaparrita, amable, social, consejera, aperlada, bipolar, enojona, juguetona, bailadora, inteligente, estudiosa.
173;1;14;1;correr, limpiar, camión, salón, mochila, lápiz, pluma, persona, amable.
173;2;14;1;estudiar, carrera, bueno, ayudar-gente, ser-amable, limpiar.
173;4;14;1;estudiar, astronomía, criminología, electricista.
173;3;14;1;Saltillo, Monterrey, San-Luis-Potosí, Ramos, Zacatecas, Ciudad-de-México, Nueva-York, Tokio, Japón, París, Venezuela.
173;5;14;1;hacer-canciones, futbol, tenis, comprar-carros, lancha, playa, alberca, pintar.
173;6;14;1;amigable, enojón, feliz, triste, jugueton, videojuegos, me-estreso.
174;1;14;2;calle, puente, carro, edificio, tienda, local, super, persona, plaza, casa, colonia, árbol, animal, transporte, seguridad.
174;2;14;2;maestra, secretaria, policía, ingeniero, criminólogo, medicina, arquitecto.
174;4;14;2;tienda, fábrica, oficina, estudio, laboratorio.
174;3;14;2;dos-piso, carro, color-gris, cerca, naturaleza, ventana, escuela, árbol.
174;5;14;2;estudiar, dormir, trabajar, salir, jugar, platicar, relajarme.
174;6;14;2;amargada, odiosa, risueña, traviesa, llevada, hiperactiva, amigable, seria.
175;1;14;2;avión, Mazatlán, puente, Paris, torre, presidente, gobernador, diputado, comunidad, paisaje, clima, vestimenta, cultura, cultura, tardición, España.
175;2;14;2;psisóloga, doctora, policía, enfermera, abogada, secretaria, maestra, cirujano, neuróloga, criminóloga, diputado, gobernador.
175;4;14;2;psicóloga, cerillito, tienda, zapatería, restaurante, empacadora, secretaria, niñera.
175;3;14;2;ventana, escalera, jardín, puerta, terraza, perro, carro, techo, recámara, baño, alberca, micro, refrigerador, sillón, mueble, juego.
175;5;14;2;leer, música, bailar, cantar, cocinar, televisión, comprar, recoger, jugar, celular, escribir, maquillarme, dormir, peinarme, fiesta, primo, abuela.
175;6;14;2;risueña, amigable, generosa, honesta, irrespetuosa, despistada, amorosa, cursi, alegre, triste, enojona, cariñosa, estudiosa, feliz, compartida, simpática, loquita, ocurrente, bromista, divertida.
176;1;13;2;casa, árbol, edificio, animal, carro, camión, persona, calle, escuela, supermercado, tienda, trabajo, plaza.
176;2;13;2;maestro, odontología, licenciado, enfermero, doctorado, ingeniería, criminología, psicología, gastronomia, fisoterapia.
176;4;13;2;empresa, hospital, consultorio, escuela, zoológico, edificio, agencia, internet, gimnasio.
176;3;13;2;verde, planta, dos-piso, dos-camioneta, jardín, perro, gato, grande, tortuga, habitación-grande, fraccionamiento-privado.
176;5;13;2;gimasio, bailar, comer, correr.
176;6;13;2;inteligente, aprendo-rápido, conducir, sé-hacer-origamis, cocinar, trabajadora.
177;1;13;1;semáforo, auto, edificio, puente, taxi, uber, indriver, autobús, fábrica, pavimento, estados, monumeto, casa, escuela, secundaria, preparatoria, universidad, mercado, contaminación, tráfico, industralización, centro-comercial, cine, estacionamiento.
177;2;13;1;maestro, doctor, bombero, policía, detective, forense, enfermero, político, chef, contador, abogado, licenciada, físcal, nutriólogo, pediatra, ginecóloga.
177;4;13;1;empresario, ingeniero-mecatrónica, doctor, cantante, guitarrista, abogado.
177;3;13;1;grande, amplia-dos-pisos, alberca, lujo, segura, privada, EUA, jardín-amplio.
177;5;13;1;correr, soccer, futbol, cantar, tocar-guitarra, fiesta, party, divertirme, bailar, viajar-mundo.
177;6;13;1;trabajador, dedicado, meta-futuro, inteligente, sociable, sin-límite, guapo, presumido, autoestima.
178;1;14;1;edificio, auto, animal, fábrica, casa, calle, parque, estatua, farol, télefono, puente, teleférico, autobús.
178;2;14;1;doctor, ingeniero, mecánico, maestro, veterinario, cajero, forense, presidente, despachador, arquitecto, repartidor.
178;4;14;1;mesero, repartidor, mecánico, despachador, cajero, fábrica.
178;3;14;1;grande, cancha, sótano, amueblada, jardín, terraza, balcón, ático.
178;5;14;1;amigo, fiesta, familia, jugar, correr, futbol, videojuegos, cine, basuqtebol, televisión, americano.
178;6;14;1;alto, agradable, güero, feliz, comelona, alegre, chistosa, risueña, dormilón.
179;1;14;2;auto, persona, edificio, museo, escuela, supermercado, mascota, restuarnte, puente, ropa, comida, dinero, camión, calle, bulevar, casa, familia, familia, amigo, cine, parque, colonia.
179;2;14;2;doctor, bombero, enfermera, mestro, químico, artista, chef, mecánico, diseñador, cirujano, dentista, empresario, presidente.
179;4;14;2;chef, repostera, diseñador.
179;3;14;2;piscina, jardín, grande, ventanal, cocina, armario, cuarto, vegetación, sala, baño, cochera, vista, espciosa, ciudad.
179;5;14;2;viajar, conocer, pasear, ejericio, maquillaje, postre, decoración, comprar, cine, tienda, animal, medio-ambiente.
179;6;14;2;responsable, amable, madura, cuidadosa, consciente, inteligente, tímida, amorosa, respeto, paciente.
180;1;;2;edificio, casa, árbol, banco, carro, persona, tienda, animal, plaza, escuela, centro, museo, gobernador, montaña.
180;2;;2;doctor, dentista, mestra, gastronomia, arquitecta, forense, comunicación-transporte, deportista.
180;4;;2;mestra, tienda.
180;3;;2;grande, dos-piso, alberca, lugar-seguro, árbol, maceta, jardín, terraza, sala-juego.
180;5;;2;jugar, estudiar, leer, salir, limpiar, dormir, arreglarme, comprar, bailar, correr, ejercicio, familia.
180;6;;2;alegre, risueña, enojona, amigable, amorosa, como-demasiado, buena-persona, ayudo, optimista, extrovertida.
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
;1;;;
;2;;;
;4;;;
;5;;;
;6;;;
;7;;;
